City_ID,City,Latitude,Longitude,Max Temperature,Humidity,Cloudiness,Wind Speed,Country,Date
286,manapparai,10.6,78.4167,33.48,45,14,1.34,IN,1682140668
287,fuli,46.7217,131.1394,8.76,22,78,7.88,CN,1682140675
288,naracoorte,-36.9579,140.7383,22.1,46,1,3.24,AU,1682140675
289,san luis de la loma,17.2706,-100.8939,25.25,76,49,2.49,MX,1682140675
290,kolonia,50.9333,6.95,12.12,84,0,3.6,DE,1682140622
291,ihosy,-22.4,46.1167,21.14,74,97,0.54,MG,1682140676
292,lethbridge,49.7,-112.8186,0.06,69,100,3.09,CA,1682140630
293,tsiombe,-25.3,45.4833,22.99,79,91,2.5,MG,1682140676
294,minas de marcona,-15.2119,-75.1103,16.93,80,17,1.88,PE,1682140593
295,talara,-4.5772,-81.2719,26.01,83,100,4.04,PE,1682140591
296,camana,-16.6228,-72.7111,20.82,87,26,1.41,PE,1682140677
297,uturoa,-16.7333,-151.4333,28.38,79,59,7.92,PF,1682140678
298,pimenta bueno,-11.6725,-61.1936,21.8,97,100,0.76,BR,1682140612
299,elverum,60.8819,11.5623,3.11,95,99,0.69,NO,1682140678
300,naberezhnyye chelny,55.7561,52.4289,8.49,82,100,1.77,RU,1682140679
301,saint-joseph,-21.3667,55.6167,28.21,73,25,0.67,RE,1682140680
302,aljezur,37.3191,-8.8033,11.67,88,83,2.3,PT,1682140680
303,bondo,3.8146,23.6866,21.9,99,100,1.55,CD,1682140680
304,auki,-8.7676,160.7034,29.64,66,24,0.96,SB,1682140680
305,puerto baquerizo moreno,-0.9,-89.6,26.22,80,73,3.98,EC,1682140681
306,santa elena de uairen,4.6167,-61.1333,20.27,94,100,0.65,VE,1682140681
307,padang,-0.9492,100.3543,29.03,79,53,2.19,ID,1682140681
308,es castell,39.8795,4.2854,13.38,100,0,3.09,ES,1682140681
309,axim,4.8699,-2.2405,26.35,84,100,2.62,GH,1682140682
310,ntoum,0.3833,9.7833,23.07,96,99,0.92,GA,1682140682
311,n'zeto,-7.2312,12.8666,24.42,89,99,1.26,AO,1682140682
312,turaif,31.6725,38.6637,17.14,39,0,5.14,SA,1682140682
313,kimbe,-5.5502,150.1429,28.77,82,60,1.11,PG,1682140683
314,vilyuysk,63.7553,121.6247,-1.88,78,100,4.17,RU,1682140683
315,sirte,31.2089,16.5887,23.91,30,99,7.9,LY,1682140684
316,itirucu,-13.5317,-40.1503,18.1,96,99,1.69,BR,1682140684
317,moengo,5.6167,-54.4,23.37,99,99,0.76,SR,1682140684
318,st. john's,47.5649,-52.7093,2.21,96,100,9.77,CA,1682140684
319,kununurra,-15.7667,128.7333,32.99,35,42,7.2,AU,1682140685
320,kirensk,57.7853,108.1119,1.29,55,100,3.88,RU,1682140685
321,nouadhibou,20.931,-17.0347,18.99,82,52,6.69,MR,1682140685
322,namie,37.4833,141.0,15.95,33,90,9.88,JP,1682140579
323,upata,8.0086,-62.3989,22.33,94,100,3.0,VE,1682140686
324,seaford,50.7714,0.1027,7.06,92,97,2.21,GB,1682140687
325,shetpe,44.1667,52.1167,15.45,57,50,5.71,KZ,1682140687
326,dunedin,-45.8742,170.5036,11.56,10,41,1.96,NZ,1682140454
327,kuvandyk,51.4781,57.3552,13.4,39,100,8.58,RU,1682140502
328,lerwick,60.1545,-1.1494,6.0,85,0,5.41,GB,1682140688
329,xinzhi,36.4989,111.7047,5.73,92,100,1.91,CN,1682140545
330,ajaccio,42.0,8.9167,9.03,81,0,3.6,FR,1682140688
331,pisco,-13.7,-76.2167,22.03,83,100,3.6,PE,1682140688
332,papao,-17.75,-149.55,27.82,83,70,9.62,PF,1682140689
333,corinto,37.9407,22.9573,16.05,73,21,0.72,GR,1682140689
334,jimo,36.3897,120.4622,16.88,27,0,6.0,CN,1682140689
335,mazidagi,37.4775,40.4881,11.5,46,7,0.51,TR,1682140690
336,hailey,43.5196,-114.3153,2.92,54,0,7.15,US,1682140690
337,nazret,8.55,39.2667,19.69,71,100,1.57,ET,1682140663
338,iskateley,67.6803,53.1512,-5.37,87,53,1.94,RU,1682140691
339,fort bragg,35.139,-79.006,18.85,71,0,2.06,US,1682140691
340,perelyub,51.8667,50.3667,12.58,65,98,3.67,RU,1682140691
341,hammerfest,70.6634,23.6821,-2.54,66,100,10.63,NO,1682140691
342,ginir,7.1333,40.7,18.33,71,93,1.57,ET,1682140691
343,touros,-5.1989,-35.4608,25.14,78,91,4.92,BR,1682140692
344,vuktyl,63.8567,57.3094,0.7,99,100,3.02,RU,1682140693
345,labrador city,52.9463,-66.9114,1.95,80,100,2.06,CA,1682140693
346,flying fish cove,-10.4217,105.6791,27.53,75,59,6.79,CX,1682140693
347,val-d'or,48.1002,-77.7828,4.05,100,100,1.03,CA,1682140662
348,rong kwang,18.339,100.3174,37.5,28,0,1.87,TH,1682140401
349,taishan,22.2514,112.7799,26.73,88,100,3.13,CN,1682140448
350,castillos,-34.1667,-53.8333,14.52,92,100,2.59,UY,1682140694
351,laela,-8.5667,32.05,16.56,91,100,2.17,TZ,1682140694
352,rio grande,-32.035,-52.0986,18.68,82,100,5.31,BR,1682140694
353,sur,22.5667,59.5289,30.38,52,48,1.59,OM,1682140695
354,north platte,41.1239,-100.7654,0.62,62,0,5.36,US,1682140695
355,igarka,67.4667,86.5833,-0.73,98,100,9.34,RU,1682140695
356,joaquin v. gonzalez,-25.0833,-64.1833,18.76,66,95,0.57,AR,1682140643
357,holualoa,19.6228,-155.9522,23.91,89,20,6.17,US,1682140696
358,prince rupert,54.3161,-130.3201,6.83,99,100,8.23,CA,1682140696
359,martuk,50.7475,56.5056,13.63,37,100,9.27,KZ,1682140696
360,ola,59.5833,151.2833,1.59,69,46,13.94,RU,1682140696
361,kavaratti,10.5669,72.642,28.88,71,12,3.72,IN,1682140696
362,ust'-kulom,61.6864,53.6902,1.63,98,100,1.61,RU,1682140697
363,posto fiscal rolim de moura,-13.0833,-62.2667,21.13,87,60,0.53,BR,1682140697
364,mount pearl,47.5166,-52.7813,1.75,96,100,9.77,CA,1682140697
365,troitsko-pechorsk,62.7084,56.1964,1.11,100,100,2.38,RU,1682140697
366,abrego,8.0807,-73.2205,17.69,97,99,0.84,CO,1682140698
367,noosa heads,-26.3833,153.15,22.84,63,76,10.89,AU,1682140698
368,desvres,50.6688,1.8348,6.38,86,99,1.22,FR,1682140698
369,tateyama,34.9833,139.8667,12.46,66,100,5.23,JP,1682140680
370,yaren,-0.5472,166.916,28.71,72,52,6.59,NR,1682140699
371,luwuk,-0.9516,122.7875,28.06,85,84,3.11,ID,1682140660
372,la maddalena,41.2142,9.4083,8.09,64,59,1.43,IT,1682140700
373,beitbridge,-22.2167,30.0,18.94,85,93,6.59,ZW,1682140700
374,iron river,46.0927,-88.6423,0.86,97,86,1.64,US,1682140563
375,altai,46.3722,96.2583,0.85,21,7,0.63,MN,1682140597
376,idri,27.5,13.2667,21.25,16,4,1.53,LY,1682140700
377,mangrol,21.1167,70.1167,29.4,57,4,6.02,IN,1682140701
378,cockburn town,21.4612,-71.1419,25.13,68,28,3.11,TC,1682140545
379,amga,60.8953,131.9608,-0.44,86,100,2.3,RU,1682140701
380,ghat,24.9647,10.1728,22.76,17,50,1.82,LY,1682140700
381,xinqing,48.2333,129.5,4.98,33,98,5.38,CN,1682140702
382,ciudad rio bravo,25.9833,-98.1,22.95,87,70,2.05,MX,1682140702
383,jiangyou,31.7667,104.7167,14.89,82,100,1.46,CN,1682140702
384,atar,20.5169,-13.0499,25.49,18,83,1.96,MR,1682140702
385,kingston,17.997,-76.7936,26.53,75,20,1.54,JM,1682140703
386,geraldton,-28.7667,114.6,31.23,19,61,5.14,AU,1682140703
387,inirida,3.8653,-67.9239,23.23,98,100,0.87,CO,1682140703
388,cabras,39.93,8.5314,11.22,78,27,2.53,IT,1682140703
389,malanje,-9.5402,16.341,17.29,99,100,2.28,AO,1682140457
390,tindouf,27.6711,-8.1474,13.22,59,0,7.17,DZ,1682140528
391,kerikeri,-35.2268,173.9474,22.17,97,100,0.45,NZ,1682140704
392,cedeira,43.6797,-8.0209,10.77,83,98,7.93,ES,1682140704
393,mili,6.0815,171.735,27.82,78,45,5.39,MH,1682140704
394,karaisali,37.2567,35.0589,14.37,73,65,0.44,TR,1682140705
395,ocean shores,46.9737,-124.1563,9.0,89,100,1.54,US,1682140705
396,saint-philippe,-21.3585,55.7679,28.77,72,24,3.04,RE,1682140706
397,salinas,36.6777,-121.6555,15.87,82,0,4.63,US,1682140585
398,ironwood,46.4547,-90.171,0.19,100,100,1.54,US,1682140706
399,ponta delgada,37.7333,-25.6667,16.4,94,75,7.2,PT,1682140706
400,kerouane,9.2667,-9.0167,22.7,65,72,1.39,GN,1682140707
401,morehead city,34.7229,-76.726,23.02,80,0,4.12,US,1682140707
402,sungailiat,-1.85,106.1333,30.54,66,61,4.19,ID,1682140707
403,pirallahi,40.4723,50.333,19.08,83,60,4.33,AZ,1682140707
404,bhadra,29.1167,75.1667,32.93,15,0,3.03,IN,1682140707
405,haimen,23.1935,116.6142,22.48,79,96,6.62,CN,1682140534
406,linden,6.0,-58.3,23.14,99,100,0.66,GY,1682140708
407,bengkulu,-3.8004,102.2655,29.62,68,40,3.02,ID,1682140644
408,aracuai,-16.8497,-42.0703,20.48,78,96,1.62,BR,1682140709
409,wamba,8.9333,8.6,24.38,75,95,0.43,NG,1682140709
410,margaret river,-33.95,115.0667,23.9,37,0,2.88,AU,1682140710
411,lae,-6.7221,146.9847,28.9,65,100,1.27,PG,1682140710
412,tralee,52.2704,-9.7026,4.9,94,56,2.19,IE,1682140710
413,dwarka,22.2394,68.9678,28.58,64,19,5.53,IN,1682140711
414,olinda,-8.0089,-34.8553,27.85,69,40,2.57,BR,1682140711
415,pacific pines,-27.9382,153.3093,25.64,55,76,3.58,AU,1682140711
416,zapala,-38.8992,-70.0544,9.26,76,34,0.44,AR,1682140469
417,kaohsiung,22.6163,120.3133,30.05,62,75,5.66,TW,1682140287
418,tangalle,6.024,80.7911,31.19,65,93,3.42,LK,1682140712
419,sechura,-5.5569,-80.8222,25.96,81,100,3.24,PE,1682140639
420,sezanne,48.7205,3.7234,8.29,93,100,2.82,FR,1682140712
421,tofol,5.3248,163.0078,29.88,74,75,4.12,FM,1682140712
422,long beach,33.767,-118.1892,24.99,48,0,1.54,US,1682140529
423,brownwood,31.7093,-98.9912,15.54,40,75,4.63,US,1682140713
424,portland,45.5234,-122.6762,12.32,79,75,0.89,US,1682140589
425,kuragino,53.8975,92.6725,5.63,44,30,2.37,RU,1682140713
426,sierra grande,-41.606,-65.3557,8.27,86,24,1.89,AR,1682140714
427,turpan,42.9333,89.1667,22.46,9,95,2.23,CN,1682140550
428,la passe,45.5549,-0.8967,13.34,88,100,3.91,FR,1682140714
429,salaqi,40.5414,110.5108,15.02,19,25,4.71,CN,1682140715
430,kawambwa,-9.7915,29.0791,17.04,96,100,1.94,ZM,1682140715
431,quellon,-43.1167,-73.6167,8.14,100,75,0.0,CL,1682140715
432,alice springs,-23.7,133.8833,25.75,27,0,6.17,AU,1682140671
433,fargo,46.8772,-96.7898,0.99,87,100,8.75,US,1682140615
434,xichang,27.8964,102.2634,28.36,22,10,3.4,CN,1682140534
435,arkhara,49.4212,130.0842,6.29,40,97,6.77,RU,1682140716
436,motueka,-41.1333,173.0167,18.94,88,38,1.53,NZ,1682140716
437,swakopmund,-22.6833,14.5333,13.88,88,100,1.34,NA,1682140716
438,tortoli,39.9256,9.6572,13.28,60,33,1.54,IT,1682140419
439,kuala belait,4.5833,114.1833,33.09,67,45,3.94,BN,1682140614
440,crucecita,-28.95,-58.9833,14.96,57,99,2.52,AR,1682140717
441,iquique,-20.2208,-70.1431,19.02,82,47,0.27,CL,1682140718
442,ciudad bolivar,8.1222,-63.5497,26.12,77,100,4.59,VE,1682140516
443,verdal,63.7933,11.4817,1.02,76,6,1.51,NO,1682140719
444,apucarana,-23.5508,-51.4608,14.07,91,0,3.87,BR,1682140719
445,kiunga,-6.1219,141.2906,30.32,66,96,0.47,PG,1682140719
446,kentau,43.5206,68.5094,16.55,17,69,5.58,KZ,1682140665
447,taltal,-25.4,-70.4833,17.37,84,88,1.83,CL,1682140720
448,veraval,20.9,70.3667,29.74,55,5,5.96,IN,1682140635
449,yeed,4.55,43.0333,25.14,81,100,2.73,SO,1682140721
450,ntungamo,-0.8833,29.65,19.76,77,100,1.2,UG,1682140721
451,ingeniero jacobacci,-41.3427,-69.5448,9.07,63,0,0.72,AR,1682140722
452,lorengau,-2.0226,147.2712,28.57,77,49,1.9,PG,1682140722
453,daloa,6.8774,-6.4502,22.26,96,65,1.53,CI,1682140722
454,nikol'sk,53.7189,46.0712,6.65,91,100,4.95,RU,1682140722
455,al matariyah,31.1829,32.0311,17.88,68,56,4.01,EG,1682140723
456,mazagao,-0.115,-51.2894,26.03,98,94,1.23,BR,1682140723
457,kragero,58.8693,9.4149,5.81,81,8,1.83,NO,1682140724
458,gamba,-2.65,10.0,24.76,90,97,1.2,GA,1682140724
459,monifieth,56.4832,-2.8272,7.04,57,0,3.09,GB,1682140724
460,novovorontsovka,47.5004,33.9175,7.41,87,100,4.02,UA,1682140724
461,tafuna,-14.3358,-170.72,25.97,100,100,6.17,AS,1682140725
462,sampit,-2.5333,112.95,34.88,50,81,0.37,ID,1682140725
463,puerto lempira,15.2667,-83.7667,23.38,87,69,2.67,HN,1682140725
464,wabag,-5.4781,143.7021,16.92,92,100,1.43,PG,1682140726
465,imst,47.2684,10.6698,-1.12,84,92,2.51,AT,1682140726
466,shizunai-furukawacho,42.3339,142.3669,7.48,61,72,9.08,JP,1682140727
467,altamont,42.2068,-121.7372,8.76,80,0,1.34,US,1682140727
468,manavalakurichi,8.1333,77.3,31.86,63,13,5.32,IN,1682140727
469,nogliki,51.8333,143.1667,1.07,94,100,8.8,RU,1682140727
470,shingu,33.7333,135.9833,20.95,37,25,3.19,JP,1682140596
471,happy valley-goose bay,53.3168,-60.3315,-1.83,93,20,1.54,CA,1682140728
472,aibak,36.2647,68.0155,19.23,23,0,1.3,AF,1682140728
473,ancud,-41.8697,-73.8203,9.72,86,2,1.2,CL,1682140728
474,victorica,-36.2151,-65.4359,14.41,60,1,3.58,AR,1682140728
475,tyukhtet,56.5389,89.3011,4.88,71,31,3.49,RU,1682140729
476,itoman,26.1247,127.6694,25.01,78,40,9.77,JP,1682140464
477,tongchuan,35.0806,109.0897,2.02,100,100,1.31,CN,1682140534
478,fukuecho,32.6881,128.8419,15.43,63,8,15.78,JP,1682140499
479,gereida,11.2811,25.1414,27.34,11,31,3.39,SD,1682140730
480,inarajan village,13.2736,144.7484,29.54,92,90,6.79,GU,1682140731
481,khandyga,62.6667,135.6,2.15,78,86,1.88,RU,1682140731
482,bosa,40.2993,8.4983,7.05,73,38,1.93,IT,1682140441
483,mawu,29.5923,107.3139,18.11,91,100,1.57,CN,1682140731
484,hami,42.8,93.45,18.33,8,100,4.29,CN,1682140732
485,ibb,13.9667,44.1833,20.26,52,78,1.93,YE,1682140672
486,alta,69.9689,23.2717,-3.41,83,40,2.57,NO,1682140194
487,dyurtyuli,55.4911,54.8688,8.87,80,100,3.49,RU,1682140734
488,murovani kurylivtsi,48.7235,27.5189,9.05,79,94,3.29,UA,1682140734
489,khodzha-maston,38.7446,68.627,15.68,40,0,2.63,TJ,1682140734
490,sale,34.0389,-6.8166,13.75,100,93,1.54,MA,1682140734
491,tres arroyos,-38.3739,-60.2798,13.09,78,100,2.79,AR,1682140734
492,opuwo,-18.0607,13.84,14.89,93,100,2.05,NA,1682140735
493,kpandu,6.9954,0.2931,25.28,88,100,3.42,GH,1682140735
494,sidi ifni,29.3797,-10.173,16.36,85,3,4.19,MA,1682140529
495,nuku'alofa,-21.1333,-175.2,26.19,69,40,2.57,TO,1682140735
496,tsumeb,-19.2333,17.7167,15.08,85,100,1.75,NA,1682140736
497,puerto aysen,-45.4,-72.7,6.74,97,30,1.71,CL,1682140736
498,kuching,1.55,110.3333,35.07,59,40,2.24,MY,1682140342
499,kirakira,-10.4544,161.9205,29.35,73,20,3.68,SB,1682140736
500,belyy yar,53.6039,91.3903,6.94,31,0,2.0,RU,1682140737
501,columbus,39.9612,-82.9988,12.9,96,100,3.09,US,1682140737
502,cole harbour,44.6724,-63.4751,1.77,89,95,5.14,CA,1682140737
503,vanimo,-2.6741,141.3028,28.57,75,94,1.92,PG,1682140737
504,midvagur,62.0511,-7.1939,4.46,75,20,5.14,FO,1682140738
505,la sarre,48.8002,-79.1996,1.3,100,100,1.46,CA,1682140739
506,magadan,59.5667,150.8,1.42,68,77,15.0,RU,1682140739
507,masterton,-40.9597,175.6575,17.71,99,100,1.75,NZ,1682140739
508,red wing,44.5625,-92.5338,1.21,87,100,2.06,US,1682140740
509,gaalkacyo,6.7697,47.4308,27.66,63,96,6.85,SO,1682140636
510,yuzhno-kurilsk,44.0306,145.8556,2.5,83,98,12.44,RU,1682140740
511,la cruz,23.9167,-106.9,22.05,67,100,1.62,MX,1682140630
512,casper,42.8666,-106.3131,-2.38,71,100,4.63,US,1682140741
513,mil'kovo,55.6078,37.7956,11.34,63,7,3.64,RU,1682140741
514,nar'yan-mar,67.6713,53.087,-5.3,86,53,1.92,RU,1682140742
515,ulsteinvik,62.3432,5.8487,6.61,88,1,0.89,NO,1682140742
516,constantia,44.1833,28.65,8.38,82,5,5.67,RO,1682140742
517,yangambi,0.8102,24.4336,21.16,100,100,1.62,CD,1682140743
518,mengyin,35.7069,117.9264,10.56,49,100,4.26,CN,1682140545
519,petropavlovka,50.6114,105.3196,3.42,34,100,1.16,RU,1682140743
520,zarate,-34.0981,-59.0286,13.84,82,100,0.89,AR,1682140744
521,ashland,40.8167,-82.2665,8.98,96,100,2.91,US,1682140744
522,celestun,20.8667,-90.4,26.31,80,18,6.43,MX,1682140745
523,tamanrasset,22.785,5.5228,14.95,11,8,3.09,DZ,1682140746
524,pont rouge,48.8833,-72.0825,3.16,88,100,3.95,CA,1682140746
525,kapit,2.0167,112.9333,35.62,46,92,0.84,MY,1682140746
526,barcelos,41.5388,-8.6151,11.62,93,39,1.63,PT,1682140747
527,mumbai,19.0144,72.8479,29.99,66,40,4.12,IN,1682139979
528,leh,34.1667,77.5833,-1.09,61,75,2.51,IN,1682140662
529,gadzhiyevo,69.2551,33.3362,-3.29,68,94,6.41,RU,1682140747
530,keflavik,64.0049,-22.5624,4.24,93,100,4.63,IS,1682140748
531,remire-montjoly,4.9167,-52.2667,24.02,100,100,0.0,GF,1682140748
532,shohimardon,39.9839,71.8028,14.43,29,8,1.85,UZ,1682140748
533,labuan bajo,-8.4964,119.8877,28.98,61,39,2.18,ID,1682140663
534,nabire,-3.3667,135.4833,29.44,73,93,1.81,ID,1682140749
535,muscat,23.6139,58.5922,33.01,49,42,0.93,OM,1682140749
536,lacombe,52.4668,-113.7353,-0.7,73,47,3.1,CA,1682140749
537,khamis mushait,18.3064,42.7292,19.34,52,0,4.63,SA,1682140750
538,aflou,34.1128,2.1023,10.93,61,39,1.98,DZ,1682140655
539,scottburgh,-30.2867,30.7532,17.1,64,99,2.11,ZA,1682140595
540,catumbela,-12.4314,13.5472,23.21,93,100,2.84,AO,1682140750
541,girvan,55.2426,-4.8555,6.0,72,100,7.14,GB,1682140751
542,jabor,5.921,169.6434,28.31,77,71,6.04,MH,1682140751
543,brokopondo,4.75,-55.1667,24.51,90,100,2.28,SR,1682140751
544,sungai penuh,-2.0833,101.3833,24.4,82,77,0.71,ID,1682140751
545,pagar alam,-4.0167,103.2667,25.6,89,99,1.29,ID,1682140631
546,pennagaram,12.1333,77.9,31.66,37,27,1.38,IN,1682140752
547,ocean city,39.2776,-74.5746,17.79,80,53,2.68,US,1682140752
548,zeya,53.75,127.2667,4.87,39,100,5.33,RU,1682140753
549,taksimo,56.3444,114.8794,0.49,25,17,0.8,RU,1682140753
550,la'ie,21.6477,-157.9253,26.98,84,39,1.79,US,1682140753
551,barra de santo antonio,-9.4047,-35.5072,24.6,83,63,3.32,BR,1682140754
552,hasaki,35.7333,140.8333,17.9,42,100,6.93,JP,1682140478
553,laguna,38.421,-121.4238,20.08,51,0,2.57,US,1682140754
554,sao jose da coroa grande,-8.8978,-35.1478,25.32,83,49,3.97,BR,1682140754
555,corner brook,48.9667,-57.9484,2.09,96,100,1.39,CA,1682140654
556,gamay,12.3854,125.2979,30.4,69,66,3.07,PH,1682140755
557,santa cruz,-17.8,-63.1667,17.46,92,8,1.61,BO,1682140755
558,new ross,52.3967,-6.9367,5.61,1,66,0.77,IE,1682140755
559,kurchatov,51.6601,35.6521,10.79,82,96,3.26,RU,1682140755
560,la tuque,47.4334,-72.7824,3.14,75,100,0.0,CA,1682140756
561,ongjin,37.9347,125.3619,15.88,24,100,0.66,KP,1682140756
562,port douglas,-16.4833,145.4667,26.53,77,76,8.83,AU,1682140756
563,sodra sandby,56.5667,16.6167,1.92,59,32,1.9,SE,1682140756
564,gargalianoi,37.0667,21.6333,14.09,65,38,1.5,GR,1682140757
565,tereze,43.9361,42.4434,8.4,61,66,1.01,RU,1682140757
566,bedford,52.1346,-0.4663,7.85,94,57,1.93,GB,1682140757
567,udomlya,57.8794,34.9925,6.52,84,93,0.22,RU,1682140661
568,arno,60.1167,18.6333,4.88,78,19,1.49,SE,1682140758
569,bamboo flat,11.7,92.7167,32.65,54,11,2.51,IN,1682140759
570,west bay,19.3667,-81.4167,26.11,84,4,1.52,KY,1682140759
571,guilin,25.2819,110.2864,21.06,62,74,3.88,CN,1682140661
572,berber,18.0216,33.983,29.51,21,0,3.53,SD,1682140759
573,leua,48.2156,18.6071,9.72,70,96,2.14,SK,1682140760
574,arboletes,8.8505,-76.4269,25.62,85,50,3.88,CO,1682140760
575,saint-pierre,-21.3393,55.4781,28.82,65,0,3.6,RE,1682140760
576,pyt-yakh,60.7499,72.8582,6.55,74,74,4.14,RU,1682140760
